ID,NAME,CR,TYPE,SIZE,ALIGNMENT,HABITAT,SOURCE,URL
4635164,Vegepygmy Scavenger,1/4,Plant,Small,Typically Neutral,,Quests From The Infinite Staircase,https://www.dndbeyond.com/monsters/4635164-vegepygmy-scavenger
4635165,Vegepygmy Thorny Hunter,2,Plant,Medium,Unaligned,,Quests From The Infinite Staircase,https://www.dndbeyond.com/monsters/4635165-vegepygmy-thorny-hunter
3960636,Veiled Presence,21,Celestial,Medium or Small,Typically Lawful Evil,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960636-veiled-presence
1123131,Vellynne Harpell,4,Humanoid (Human),Medium,Neutral,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123131-vellynne-harpell
2560950,Velociraptor,1/4,Beast (Dinosaur),Tiny,Unaligned,"Forest, Grassland",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560950-velociraptor
17243,Velociraptor,1/4,Beast,Tiny,Unaligned,"Forest, Grassland",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17243-velociraptor
2160337,Velomachus Lorehold,25,Dragon (Wizard),Gargantuan,Lawful Neutral,,Strixhaven: A Curriculum Of Chaos,https://www.dndbeyond.com/monsters/2160337-velomachus-lorehold
2560951,Venom Troll,7,Giant,Large,Typically Chaotic Evil,"Forest, Swamp, Underdark",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560951-venom-troll
94193,Venom Troll,7,Giant,Large,Chaotic Evil,"Forest, Swamp, Underdark",Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/94193-venom-troll
4775847,Venomous Snake,1/8,Beast,Tiny,Unaligned,"Coastal, Desert, Forest, Grassland, Hill, Swamp",Monster Manual,https://www.dndbeyond.com/monsters/4775847-venomous-snake
1123132,Verbeeg Longstrider,5,Giant,Large,Neutral,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123132-verbeeg-longstrider
1123133,Verbeeg Marauder,4,Giant,Large,Neutral Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123133-verbeeg-marauder
3086218,Verminaard,17,"Humanoid (Cleric, Human)",Medium,Lawful Evil,,Monstrous Compendium Vol. 2: Dragonlance Creatures,https://www.dndbeyond.com/monsters/3086218-verminaard
277614,Vertrand Shadowdusk,12,Humanoid (Human),Medium,Chaotic Evil,Urban,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/277614-vertrand-shadowdusk
17045,Veteran,3,Humanoid (Any Race),Medium,Any Alignment,"Arctic, Coastal, Forest, Grassland, Hill, Mountain, Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/17045-veteran
27718,Veteran of the Gauntlet,3,Humanoid,Medium,Lawful Good,,Out Of The Abyss,https://www.dndbeyond.com/monsters/27718-veteran-of-the-gauntlet
359321,Viari,5,Humanoid (Human),Medium,Chaotic Good,,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/359321-viari
149477,Victoro Cassalanter,10,Humanoid (Half-Elf),Medium,Lawful Evil,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/149477-victoro-cassalanter
301042,Viln Tirin,5,Humanoid (Any Race),Medium,Chaotic Evil,"Arctic, Coastal, Desert, Forest, Hill, Urban",Out Of The Abyss,https://www.dndbeyond.com/monsters/301042-viln-tirin
5195252,Vine Blight,1/2,Plant,Medium,Neutral Evil,Forest,Monster Manual,https://www.dndbeyond.com/monsters/5195252-vine-blight
17216,Vine Blight,1/2,Plant,Medium,Neutral Evil,Forest,Monster Manual (2014),https://www.dndbeyond.com/monsters/17216-vine-blight
273037,Violence,6,Humanoid (Tiefling),Medium,Lawful Evil,Urban,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/273037-violence
5195254,Violet Fungus,1/4,Plant,Medium,Unaligned,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195254-violet-fungus
17046,Violet Fungus,1/4,Plant,Medium,Unaligned,Underdark,Basic Rules (2014),https://www.dndbeyond.com/monsters/17046-violet-fungus
5195253,Violet Fungus Necrohulk,7,Plant,Large,Neutral Evil,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195253-violet-fungus-necrohulk
3081123,Virruza,8,Aberration,Large,Chaotic Neutral,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081123-virruza
275993,Vizeran DeVir,12,Humanoid (Elf),Medium,Neutral Evil,Urban,Out Of The Abyss,https://www.dndbeyond.com/monsters/275993-vizeran-devir
17376,Vladimir Horngaard,7,Undead,Medium,Lawful Evil,,Curse Of Strahd,https://www.dndbeyond.com/monsters/17376-vladimir-horngaard
4468342,Vlazok,11,Fiend (Demon),Large,Typically Chaotic Evil,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/4468342-vlazok
2821211,Void Scavver,11,Monstrosity,Huge,Unaligned,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821211-void-scavver
33269,Volothamp “Volo” Geddarm,1/4,Humanoid (Human),Medium,Chaotic Good,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33269-volothamp-volo-geddarm
5195255,Vrock,6,Fiend (Demon),Large,Chaotic Evil,Planar (Abyss),Monster Manual,https://www.dndbeyond.com/monsters/5195255-vrock
17047,Vrock,6,Fiend (Demon),Large,Chaotic Evil,,Basic Rules (2014),https://www.dndbeyond.com/monsters/17047-vrock
301654,Vrock (Summoner Variant),6,Fiend (Demon),Large,Chaotic Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301654-vrock-summoner-variant
5195256,Vulture,0,Beast,Medium,Unaligned,"Desert, Grassland, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5195256-vulture
17048,Vulture,0,Beast,Medium,Unaligned,"Desert, Grassland, Hill",Basic Rules (2014),https://www.dndbeyond.com/monsters/17048-vulture
1317680,Walking Corpse,0,Humanoid (Any Race),Medium,Any Alignment,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Urban",Curse Of Strahd,https://www.dndbeyond.com/monsters/1317680-walking-corpse
149497,Walking Statue of Waterdeep,18,Construct,Gargantuan,Unaligned,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/149497-walking-statue-of-waterdeep
359857,Walnut Dankgrass,3,Humanoid (Elf),Medium,Lawful Neutral,,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/359857-walnut-dankgrass
1123134,Walrus,1/4,Beast,Large,Unaligned,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123134-walrus
2560952,War Priest,9,Humanoid (Cleric),Medium,Any Alignment,"Desert, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560952-war-priest
17342,War Priest,9,Humanoid (Any Race),Medium,Any Alignment,"Desert, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17342-war-priest
3883570,Warden Archon,8,Celestial,Large,Typically Lawful Good,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883570-warden-archon
1979813,Warduke,5,Humanoid (Human),Medium,Chaotic Evil,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979813-warduke
486330,Warforged Colossus,25,Construct,Gargantuan,Unaligned,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/486330-warforged-colossus
546111,Warforged Soldier,1,Humanoid (Warforged),Medium,Any Alignment,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/546111-warforged-soldier
486238,Warforged Titan,8,Construct,Huge,Lawful Neutral,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/486238-warforged-titan
4468343,Warforged Warrior,1,Construct,Medium,Any Alignment,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/4468343-warforged-warrior
4775848,Warhorse,1/2,Beast,Large,Unaligned,Urban,Monster Manual,https://www.dndbeyond.com/monsters/4775848-warhorse
17049,Warhorse,1/2,Beast,Large,Unaligned,Urban,Basic Rules (2014),https://www.dndbeyond.com/monsters/17049-warhorse
5195257,Warhorse Skeleton,1/2,Undead,Large,Lawful Evil,"Planar (Shadowfell), Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195257-warhorse-skeleton
17050,Warhorse Skeleton,1/2,Undead,Large,Lawful Evil,,Basic Rules (2014),https://www.dndbeyond.com/monsters/17050-warhorse-skeleton
2560953,Warlock of the Archfey,4,Humanoid,Medium,Any Alignment,"Arctic, Forest, Mountain, Swamp, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560953-warlock-of-the-archfey
17343,Warlock of the Archfey,4,Humanoid (Any Race),Medium,Any Alignment,"Arctic, Forest, Mountain, Swamp, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17343-warlock-of-the-archfey
2560954,Warlock of the Fiend,7,Humanoid,Medium,Any Alignment,"Arctic, Desert, Underdark, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560954-warlock-of-the-fiend
17344,Warlock of the Fiend,7,Humanoid (Any Race),Medium,Any Alignment,"Arctic, Desert, Underdark, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17344-warlock-of-the-fiend
2560955,Warlock of the Great Old One,6,Humanoid,Medium,Any Alignment,"Arctic, Hill, Mountain, Underdark, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560955-warlock-of-the-great-old-one
17345,Warlock of the Great Old One,6,Humanoid (Any Race),Medium,Any Alignment,"Arctic, Hill, Mountain, Underdark, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17345-warlock-of-the-great-old-one
2560956,Warlord,12,Humanoid,Medium,Any Alignment,Urban,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560956-warlord
17346,Warlord,12,Humanoid (Any Race),Medium,Any Alignment,Urban,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17346-warlord
368996,Warrior,1,Humanoid,Medium,Any Alignment,,Dragon Of Icespire Peak,https://www.dndbeyond.com/monsters/368996-warrior
5195258,Warrior Commander,10,Humanoid,Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5195258-warrior-commander
5195259,Warrior Infantry,1/8,Humanoid,Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5195259-warrior-infantry
4635166,Warrior of Madarua,1/8,Humanoid,Medium,Typically Chaotic Good,,Quests From The Infinite Staircase,https://www.dndbeyond.com/monsters/4635166-warrior-of-madarua
5195260,Warrior Veteran,3,Humanoid,Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5195260-warrior-veteran
3081124,Wasteland Dragonnel,3,Dragon,Large,Typically Chaotic Good,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081124-wasteland-dragonnel
2560957,Wastrilith,13,Fiend (Demon),Large,Typically Chaotic Evil,"Coastal, Swamp, Underdark, Underwater",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560957-wastrilith
94518,Wastrilith,13,Fiend (Demon),Large,Chaotic Evil,"Coastal, Underdark, Underwater",Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/94518-wastrilith
5195261,Water Elemental,5,Elemental,Large,Neutral,"Coastal, Planar (Elemental Plane of Water), Swamp, Underwater",Monster Manual,https://www.dndbeyond.com/monsters/5195261-water-elemental
17051,Water Elemental,5,Elemental,Large,Neutral,"Coastal, Swamp, Underwater",Basic Rules (2014),https://www.dndbeyond.com/monsters/17051-water-elemental
17460,Water Elemental Myrmidon,7,Elemental,Medium,Neutral,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17460-water-elemental-myrmidon
2560958,Water Elemental Myrmidon,7,Elemental,Medium,Typically Neutral,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560958-water-elemental-myrmidon
5195262,Water Weird,3,Elemental,Large,Neutral,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195262-water-weird
17208,Water Weird,3,Elemental,Large,Neutral,"Underdark, Urban",Monster Manual (2014),https://www.dndbeyond.com/monsters/17208-water-weird
4775849,Weasel,0,Beast,Tiny,Unaligned,"Forest, Grassland, Hill",Monster Manual,https://www.dndbeyond.com/monsters/4775849-weasel
17052,Weasel,0,Beast,Tiny,Unaligned,,Basic Rules (2014),https://www.dndbeyond.com/monsters/17052-weasel
183864,Werebat,2,"Humanoid (Goblinoid, Shapechanger)",Small,Neutral Evil,,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/183864-werebat
5195263,Werebear,5,Monstrosity (Lycanthrope),Medium or Small,Neutral Good,"Arctic, Forest, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5195263-werebear
17053,Werebear,5,"Humanoid (Human, Shapechanger)",Medium,Neutral Good,"Arctic, Forest, Hill",Basic Rules (2014),https://www.dndbeyond.com/monsters/17053-werebear
5195264,Wereboar,4,Monstrosity (Lycanthrope),Medium or Small,Neutral Evil,"Forest, Grassland, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5195264-wereboar
17054,Wereboar,4,"Humanoid (Human, Shapechanger)",Medium,Neutral Evil,"Forest, Grassland, Hill",Basic Rules (2014),https://www.dndbeyond.com/monsters/17054-wereboar
5195265,Wererat,2,Monstrosity (Lycanthrope),Medium or Small,Lawful Evil,"Forest, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195265-wererat
17055,Wererat,2,"Humanoid (Human, Shapechanger)",Medium,Lawful Evil,"Forest, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/17055-wererat
17377,Wereraven,2,"Humanoid (Human, Shapechanger)",Medium,,,Curse Of Strahd,https://www.dndbeyond.com/monsters/17377-wereraven
5195266,Weretiger,4,Monstrosity (Lycanthrope),Medium or Small,Neutral,"Desert, Forest, Grassland",Monster Manual,https://www.dndbeyond.com/monsters/5195266-weretiger
17056,Weretiger,4,"Humanoid (Human, Shapechanger)",Medium,Neutral,"Desert, Forest, Grassland",Basic Rules (2014),https://www.dndbeyond.com/monsters/17056-weretiger
3960637,Werevulture,4,Fiend,Medium,Typically Chaotic Evil,,The Book Of Many Things,https://www.dndbeyond.com/monsters/3960637-werevulture
5195267,Werewolf,3,Monstrosity (Lycanthrope),Medium or Small,Chaotic Evil,"Forest, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5195267-werewolf
17057,Werewolf,3,"Humanoid (Human, Shapechanger)",Medium,Chaotic Evil,"Forest, Hill",Basic Rules (2014),https://www.dndbeyond.com/monsters/17057-werewolf
3081125,Wersten Kern,14,Undead,Medium,Lawful Evil,,Dragonlance: Shadow Of The Dragon Queen,https://www.dndbeyond.com/monsters/3081125-wersten-kern
265852,West Wind,3,Humanoid (Half-Orc),Medium,Any Alignment,Urban,Lost Laboratory Of Kwalish,https://www.dndbeyond.com/monsters/265852-west-wind
4468344,Whirling Chandelier,7,Construct,Large,Unaligned,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/4468344-whirling-chandelier
2739106,Whistler,9,Aberration,Large,Typically Neutral Evil,,Journeys Through The Radiant Citadel,https://www.dndbeyond.com/monsters/2739106-whistler
2560959,White Abishai,6,Fiend (Devil),Medium,Typically Lawful Evil,Urban,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560959-white-abishai
94636,White Abishai,6,Fiend (Devil),Medium,Lawful Evil,Urban,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/94636-white-abishai
5195268,White Dragon Wyrmling,2,Dragon (Chromatic),Medium,Chaotic Evil,Arctic,Monster Manual,https://www.dndbeyond.com/monsters/5195268-white-dragon-wyrmling
17058,White Dragon Wyrmling,2,Dragon,Medium,Chaotic Evil,,Basic Rules (2014),https://www.dndbeyond.com/monsters/17058-white-dragon-wyrmling
2059759,White Greatwyrm,27,Dragon (Chromatic),Gargantuan,Typically Chaotic Evil,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059759-white-greatwyrm
2560960,White Guard Drake,2,Dragon,Medium,Unaligned,"Arctic, Desert, Forest, Mountain, Swamp, Underdark, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560960-white-guard-drake
17270,White Guard Drake,2,Dragon,Medium,Unaligned,"Arctic, Urban",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17270-white-guard-drake
23138,White Maw,10,Ooze,Gargantuan,Chaotic Neutral,,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/23138-white-maw
488040,Whymsee (Kraken Priest Variant),5,Humanoid (Human),Medium,Neutral Evil,,Locathah Rising,https://www.dndbeyond.com/monsters/488040-whymsee-kraken-priest-variant
17456,Wiggan Nettlebee,2,Humanoid (Halfling),Small,Neutral Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17456-wiggan-nettlebee
5195269,Wight,3,Undead,Medium,Neutral Evil,"Desert, Planar (Shadowfell), Swamp, Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195269-wight
17059,Wight,3,Undead,Medium,Neutral Evil,"Desert, Swamp, Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/17059-wight
5195270,Will-o’-Wisp,2,Undead,Tiny,Chaotic Evil,"Forest, Swamp, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195270-will-o-wisp
1979814,Will-o’-Wisp (Variant),2,Undead,Tiny,Chaotic Good,"Forest, Swamp, Urban",The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979814-will-o-wisp-variant
17060,Will-o'-Wisp,2,Undead,Tiny,Chaotic Evil,"Forest, Swamp, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/17060-will-o-wisp
4468345,Windfall,23,"Humanoid (Bard, Tiefling)",Medium,Chaotic Evil,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/4468345-windfall
17426,Windharrow,3,Humanoid (Half-Elf),Medium,Neutral Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17426-windharrow
909516,Winged Bull,4,Celestial,Large,Unaligned,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909516-winged-bull
5195271,Winged Kobold,1/4,Dragon,Small,Neutral,"Arctic, Coastal, Desert, Forest, Hill, Mountain, Swamp, Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195271-winged-kobold
17210,Winged Kobold,1/4,Humanoid (Kobold),Small,Lawful Evil,"Arctic, Coastal, Desert, Forest, Hill, Mountain, Swamp, Underdark, Urban",Monster Manual (2014),https://www.dndbeyond.com/monsters/17210-winged-kobold
909517,Winged Lion,4,Celestial,Large,Unaligned,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909517-winged-lion
175350,Winged Thrull,1/2,Construct,Small,Unaligned,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175350-winged-thrull
2560961,Winter Eladrin,10,Fey (Elf),Medium,Typically Chaotic Neutral,"Arctic, Forest",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560961-winter-eladrin
96648,Winter Eladrin,10,Fey (Elf),Medium,Chaotic Neutral,"Arctic, Forest",Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/96648-winter-eladrin
5195272,Winter Wolf,3,Monstrosity,Large,Neutral Evil,Arctic,Monster Manual,https://www.dndbeyond.com/monsters/5195272-winter-wolf
17061,Winter Wolf,3,Monstrosity,Large,Neutral Evil,Arctic,Basic Rules (2014),https://www.dndbeyond.com/monsters/17061-winter-wolf
299907,Wiri Fleagol,0,Humanoid (Gnome),Medium,Chaotic Good,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Urban",Storm King'S Thunder,https://www.dndbeyond.com/monsters/299907-wiri-fleagol
3852151,Witchkite,15,Dragon (Warlock),Huge,Typically Chaotic Evil,,Monstrous Compendium Vol. 4: Eldraine Creatures,https://www.dndbeyond.com/monsters/3852151-witchkite
1979816,Witchlight Hand,1/8,Humanoid,Medium,Any Alignment,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979816-witchlight-hand
1979815,Witchlight Hand (Small),1/8,Humanoid,Small,Any Alignment,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979815-witchlight-hand-small
