ID,NAME,SLUG,NAME_LOWER,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL,SOURCE_SHORT
9229095,Staff of Flowers,staff-of-flowers,staff of flowers,Common,Staff,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229095-staff-of-flowers,xdmg
9229096,Staff of Frost,staff-of-frost,staff of frost,Very Rare,Staff,Required,"Resistance: Cold, Druid, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229096-staff-of-frost,xdmg
9229097,Staff of Healing,staff-of-healing,staff of healing,Rare,Staff,Required,"Bard, Cleric, or Druid",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229097-staff-of-healing,xdmg
9229098,Staff of Power,staff-of-power,staff of power,Very Rare,Staff,Required,"Bonus: Magic, Bonus: Armor Class, Bonus: Saving Throws, Bonus: Spell Attacks, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229098-staff-of-power,xdmg
9229099,Staff of Swarming Insects,staff-of-swarming-insects,staff of swarming insects,Rare,Staff,Required,"Bard, Cleric, Druid, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229099-staff-of-swarming-insects,xdmg
9229100,Staff of the Adder,staff-of-the-adder,staff of the adder,Uncommon,Staff,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229100-staff-of-the-adder,xdmg
9229101,Staff of the Magi,staff-of-the-magi,staff of the magi,Legendary,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, Advantage: Saving Throws, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229101-staff-of-the-magi,xdmg
9229102,Staff of the Python,staff-of-the-python,staff of the python,Uncommon,Staff,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229102-staff-of-the-python,xdmg
9229103,Staff of the Woodlands,staff-of-the-woodlands,staff of the woodlands,Rare,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, Druid",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229103-staff-of-the-woodlands,xdmg
9229104,Staff of Thunder and Lightning,staff-of-thunder-and-lightning,staff of thunder and lightning,Very Rare,Staff,Required,"Bonus: Magic, Damage: Lightning, Damage: Lightning, Damage: Thunder",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229104-staff-of-thunder-and-lightning,xdmg
9229105,Stone of Controlling Earth Elementals,stone-of-controlling-earth-elementals,stone of controlling earth elementals,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229105-stone-of-controlling-earth-elementals,xdmg
9229110,Sun Blade,sun-blade,sun blade,Rare,Weapon,Required,"Bonus: Magic, Weapon Property: Finesse, Replace Damage Type: Radiant, Damage: Radiant, Versatile, Sap",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229110-sun-blade,xdmg
9229111,Sword of Answering,sword-of-answering,sword of answering,Legendary,Weapon,Required,"Bonus: Magic, Versatile, Sap",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229111-sword-of-answering,xdmg
9229112,Sword of Kas,sword-of-kas,sword of kas,Artifact,Weapon,Required,"Bonus: Magic, Bonus: Initiative, Resistance: Necrotic, Damage: Slashing, Versatile, Sap",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229112-sword-of-kas,xdmg
9229113,Sword of Life Stealing,sword-of-life-stealing,sword of life stealing,Rare,Weapon,Required,"Bonus: Temporary Hit Points, Damage: Necrotic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229113-sword-of-life-stealing,xdmg
9229114,Sword of Sharpness,sword-of-sharpness,sword of sharpness,Very Rare,Weapon,Required,Damage: Slashing,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229114-sword-of-sharpness,xdmg
9229115,Sword of Wounding,sword-of-wounding,sword of wounding,Rare,Weapon,Required,Damage: Necrotic,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229115-sword-of-wounding,xdmg
9229122,Sylvan Talon,sylvan-talon,sylvan talon,Common,Weapon,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229122-sylvan-talon,xdmg
9229123,Talisman of Pure Good,talisman-of-pure-good,talisman of pure good,Legendary,Wondrous Item,Required,"Bonus: Spell Attacks, Damage: Radiant, Damage: Psychic, Cleric or Paladin",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229123-talisman-of-pure-good,xdmg
9229124,Talisman of the Sphere,talisman-of-the-sphere,talisman of the sphere,Legendary,Wondrous Item,Required,Advantage: Arcana,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229124-talisman-of-the-sphere,xdmg
9229125,Talisman of Ultimate Evil,talisman-of-ultimate-evil,talisman of ultimate evil,Legendary,Wondrous Item,Required,"Bonus: Spell Attacks, Damage: Necrotic, Damage: Psychic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229125-talisman-of-ultimate-evil,xdmg
9229127,Tentacle Rod,tentacle-rod,tentacle rod,Rare,Rod,Required,"Damage: Psychic, Damage: Psychic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229127-tentacle-rod,xdmg
9229129,Universal Solvent,universal-solvent,universal solvent,Legendary,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229129-universal-solvent,xdmg
9229175,Vicious Weapon,vicious-weapon,vicious weapon,Rare,Weapon,,Damage: All,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229175-vicious-weapon,xdmg
9229181,Vorpal Sword,vorpal-sword,vorpal sword,Legendary,Weapon,Required,"Damage: Slashing, Damage: Additional, Bonus: Magic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229181-vorpal-sword,xdmg
9229182,Wand of Binding,wand-of-binding,wand of binding,Rare,Wand,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229182-wand-of-binding,xdmg
9229183,Wand of Conducting,wand-of-conducting,wand of conducting,Common,Wand,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229183-wand-of-conducting,xdmg
9229184,Wand of Enemy Detection,wand-of-enemy-detection,wand of enemy detection,Rare,Wand,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229184-wand-of-enemy-detection,xdmg
9229185,Wand of Fear,wand-of-fear,wand of fear,Rare,Wand,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229185-wand-of-fear,xdmg
9229186,Wand of Fireballs,wand-of-fireballs,wand of fireballs,Rare,Wand,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229186-wand-of-fireballs,xdmg
9229187,Wand of Lightning Bolts,wand-of-lightning-bolts,wand of lightning bolts,Rare,Wand,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229187-wand-of-lightning-bolts,xdmg
9229188,Wand of Magic Detection,wand-of-magic-detection,wand of magic detection,Uncommon,Wand,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229188-wand-of-magic-detection,xdmg
9229189,Wand of Orcus,wand-of-orcus,wand of orcus,Artifact,Wand,Required,"Bonus: Magic, Damage: Necrotic, Bonus: Armor Class",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229189-wand-of-orcus,xdmg
9229190,Wand of Paralysis,wand-of-paralysis,wand of paralysis,Rare,Wand,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229190-wand-of-paralysis,xdmg
9229191,Wand of Polymorph,wand-of-polymorph,wand of polymorph,Very Rare,Wand,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229191-wand-of-polymorph,xdmg
9229192,Wand of Pyrotechnics,wand-of-pyrotechnics,wand of pyrotechnics,Common,Wand,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229192-wand-of-pyrotechnics,xdmg
9229193,Wand of Secrets,wand-of-secrets,wand of secrets,Uncommon,Wand,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229193-wand-of-secrets,xdmg
9229194,Wand of Web,wand-of-web,wand of web,Uncommon,Wand,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229194-wand-of-web,xdmg
9229195,Wand of Wonder,wand-of-wonder,wand of wonder,Rare,Wand,Required,Damage: Psychic,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229195-wand-of-wonder,xdmg
9229198,Wave,wave,wave,Artifact,Weapon,Required,"Bonus: Magic, Advantage: Initiative, Damage: Necrotic, Damage, Buff, Utility, Combat, Sentient, Thrown, Versatile, Topple",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229198-wave,xdmg
9229199,Weapon of Warning,weapon-of-warning,weapon of warning,Uncommon,Weapon,Required,Advantage: Initiative,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229199-weapon-of-warning,xdmg
9229200,Well of Many Worlds,well-of-many-worlds,well of many worlds,Legendary,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229200-well-of-many-worlds,xdmg
9229201,Whelm,whelm,whelm,Artifact,Weapon,Required,"Bonus: Magic, Weapon Property: Thrown, Damage: Force, Damage: Force, Dwarf or a Creature Attuned to a Belt of Dwarvenkind, Versatile, Push",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229201-whelm,xdmg
9229203,Winged Boots,winged-boots,winged boots,Uncommon,Wondrous Item,Required,Set: Speed (Flying),Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229203-winged-boots,xdmg
9229204,Wings of Flying,wings-of-flying,wings of flying,Rare,Wondrous Item,Required,Set: Speed (Flying),Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229204-wings-of-flying,xdmg
9229208,Wraps of Unarmed Power,wraps-of-unarmed-power,wraps of unarmed power,Varies,Wondrous Item,,"Bonus: Unarmed Attacks, Damage: Unarmed Attacks",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229208-wraps-of-unarmed-power,xdmg
9237129,Wand of Magic Missiles,wand-of-magic-missiles,wand of magic missiles,Uncommon,Wand,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9237129-wand-of-magic-missiles,xdmg
9276658,Periapt of Proof against Poison,periapt-of-proof-against-poison,periapt of proof against poison,Rare,Wondrous Item,Required,"Immunity: Poison, Immunity: Poisoned, Warding, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9276658-periapt-of-proof-against-poison,xdmg
9276755,Eyes of the Eagle,eyes-of-the-eagle,eyes of the eagle,Uncommon,Wondrous Item,,"Advantage: Perception, Detection, Utility, Eyewear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9276755-eyes-of-the-eagle,xdmg
9308690,Veteran's Cane,veterans-cane,veteran's cane,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9308690-veterans-cane,xdmg
9341408,Ring of Resistance,ring-of-resistance,ring of resistance,Rare,Ring,,"Resistance: Acid, Resistance: Cold, Resistance: Fire, Resistance: Force, Resistance: Lightning, Resistance: Necrotic, Resistance: Poison, Resistance: Psychic, Resistance: Radiant, Resistance: Thunder, Warding, Jewelry",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9341408-ring-of-resistance,xdmg
9781866,Medallion of Thoughts,medallion-of-thoughts,medallion of thoughts,Uncommon,Wondrous Item,Required,"Social, Detection",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9781866-medallion-of-thoughts,xdmg
9805016,Potion of Growth,potion-of-growth,potion of growth,Uncommon,Potion,,"Control, Utility, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9805016-potion-of-growth,xdmg
21941a,"Yklwa, +1",yklwa-+1,"yklwa, +1",Uncommon,Weapon,,"Bonus: Magic, Damage, Combat, Thrown",Tomb of Annihilation,https://www.dndbeyond.com/magic-items/21941-yklwa-1,
21942b,"Yklwa, +2",yklwa-+2,"yklwa, +2",Rare,Weapon,,"Bonus: Magic, Damage, Combat, Thrown",Tomb of Annihilation,https://www.dndbeyond.com/magic-items/21942-yklwa-2,
21943c,"Yklwa, +3",yklwa-+3,"yklwa, +3",Very Rare,Weapon,,"Bonus: Magic, Damage, Combat, Thrown",Tomb of Annihilation,https://www.dndbeyond.com/magic-items/21943-yklwa-3,
2400634a,"All-Purpose Tool, +1",all-purpose-tool-+1,"all-purpose tool, +1",Uncommon,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, artificer",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2400634-all-purpose-tool,tce
2400634b,"All-Purpose Tool, +2",all-purpose-tool-+2,"all-purpose tool, +2",Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, artificer",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2400634-all-purpose-tool,tce
2400634c,"All-Purpose Tool, +3",all-purpose-tool-+3,"all-purpose tool, +3",Very Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, artificer",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2400634-all-purpose-tool,tce
2405401a,"Moon Sickle, +1",moon-sickle-+1,"moon sickle, +1",Uncommon,Weapon,Required,"Bonus: Magic, Bonus: Spell Attacks, Bonus: Spell Save DC, Bonus: Hit Points, Bonus to attacks, spell attacks, and spell save DCs for druids and rangers. Also gives bonus to healing spells., druid or ranger, Light, Nick",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405401-moon-sickle,tce
2405401b,"Moon Sickle, +2",moon-sickle-+2,"moon sickle, +2",Rare,Weapon,Required,"Bonus: Magic, Bonus: Spell Attacks, Bonus: Spell Save DC, Bonus: Hit Points, Bonus to attacks, spell attacks, and spell save DCs for druids and rangers. Also gives bonus to healing spells., druid or ranger, Light, Nick",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405401-moon-sickle,tce
2405401c,"Moon Sickle, +3",moon-sickle-+3,"moon sickle, +3",Very Rare,Weapon,Required,"Bonus: Magic, Bonus: Spell Attacks, Bonus: Spell Save DC, Bonus: Hit Points, Bonus to attacks, spell attacks, and spell save DCs for druids and rangers. Also gives bonus to healing spells., druid or ranger, Light, Nick",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405401-moon-sickle,tce
2405713a,"Rhythm-Maker's Drum, +1",rhythm-makers-drum-+1,"rhythm-maker's drum, +1",Uncommon,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, bard",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405713-rhythm-makers-drum,tce
2405713b,"Rhythm-Maker's Drum, +2",rhythm-makers-drum-+2,"rhythm-maker's drum, +2",Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, bard",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405713-rhythm-makers-drum,tce
2405713c,"Rhythm-Maker's Drum, +3",rhythm-makers-drum-+3,"rhythm-maker's drum, +3",Very Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, bard",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2405713-rhythm-makers-drum,tce
2411830a,"Amulet of the Devout, +1",amulet-of-the-devout-+1,"amulet of the devout, +1",Uncommon,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, cleric or paladin",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411830-amulet-of-the-devout,tce
2411830b,"Amulet of the Devout, +2",amulet-of-the-devout-+2,"amulet of the devout, +2",Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, cleric or paladin",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411830-amulet-of-the-devout,tce
2411830c,"Amulet of the Devout, +3",amulet-of-the-devout-+3,"amulet of the devout, +3",Very Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, cleric or paladin",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411830-amulet-of-the-devout,tce
2411893a,"Arcane Grimoire, +1",arcane-grimoire-+1,"arcane grimoire, +1",Uncommon,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, wizard",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411893-arcane-grimoire,tce
2411893b,"Arcane Grimoire, +2",arcane-grimoire-+2,"arcane grimoire, +2",Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, wizard",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411893-arcane-grimoire,tce
2411893c,"Arcane Grimoire, +3",arcane-grimoire-+3,"arcane grimoire, +3",Very Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, wizard",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411893-arcane-grimoire,tce
2411988a,Barrier Tattoo (Large),barrier-tattoo-(large),barrier tattoo (large),Very Rare,Wondrous Item,Required,Set: Unarmored Armor Class,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411988-barrier-tattoo,tce
2411988b,Barrier Tattoo (Medium),barrier-tattoo-(medium),barrier tattoo (medium),Rare,Wondrous Item,Required,Set: Unarmored Armor Class,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411988-barrier-tattoo,tce
2411988c,Barrier Tattoo (Small),barrier-tattoo-(small),barrier tattoo (small),Uncommon,Wondrous Item,Required,Set: Unarmored Armor Class,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2411988-barrier-tattoo,tce
2412091a,"Bloodwell Vial, +1",bloodwell-vial-+1,"bloodwell vial, +1",Uncommon,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, sorcerer",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412091-bloodwell-vial,tce
2412091b,"Bloodwell Vial, +2",bloodwell-vial-+2,"bloodwell vial, +2",Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, sorcerer",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412091-bloodwell-vial,tce
2412091c,"Bloodwell Vial, +3",bloodwell-vial-+3,"bloodwell vial, +3",Very Rare,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, sorcerer",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412091-bloodwell-vial,tce
4047209a,"Dragonhide Belt, +1",dragonhide-belt-+1,"dragonhide belt, +1",Uncommon,Wondrous Item,Required,Monk,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047209-dragonhide-belt,ftd
4047209b,"Dragonhide Belt, +2",dragonhide-belt-+2,"dragonhide belt, +2",Rare,Wondrous Item,Required,Monk,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047209-dragonhide-belt,ftd
